label,text
1,i am up - dont want to be though wish i had slept in more heather woke me up i've got to work later but first i will read some twilight! 
0,i have to wok a nite shift tonite so will miss it please DM me i promise i wont tell anyone else ;0) !!! 
0,3 hrs to go pa ako 
1,Something is totally eating up my broc cab and beans Insecticidal soap just isn't getting rid of the pests but I don't want chemicals 
0,Stuck in an office red hot 
0,Field day is sad No ribbons for me 
0,Hope you don't get let down again 
1,AWWWWWWW you totally rock I felt all and now I'm the happiest girl eva! 
1,My baby is going to her first sleepover tonight I'm gonna need a lot of wine to get me through today 
0,yeah ill be on verizon so those are my two options right now 
0,Found out I have to go to the US again in August Getting tired of transatlantic flights Not good for my carbon footprint either 
0,i knowwww i cant deal this 9-5 life is not for me 
0,Gonna go get my teeth taken out 
1,waiting for 5pm to go for a drink with ones out of work because Belinda leaving today at least the sun is shining for her! 
1,That's actually not too far from the truth 
0,Have $#@&!!! Malware on my work PC! I miss having an IT dept 
0,so I can only recover 10 photos 
0,I can't find hope he didn't get eaten by anything last night he jumped off the deck he just wont stay in safe *sigh* 
1,holy crap I need to see that! Too bad I gotta wait until tomorrow 
1,work work work my desk is a sea of papers and I am the dinghy being tossed about in its waves 
1,How was the game? Unfortunately teh Cavs lost I'm sure you had fun though 
0,At work What a miserable day 
0,I feel like such a failure this morning 
0,Yay for having a giant headache stupid glasses 
0,waking now so lazy and very worry 
0,What's with the mass exodus from work at half three? It makes me sad 
0,Enjoyed last night at what I call &quot;real world social networking&quot; - LOK event in Vancouver It was great! But headeache today 
0,oh sorry! not getting all my replies nothing against you and yes i do know nirvana 
0,just checked my account I also paid twice 
1,will sleep in a while still mourning the adobo he cooked com-p-x12gf 
0,Really? 87 degrees as the high and I'm on my way to work?!? hagg lake tomorrow is going to be especially bomb sauce!! 
0,i think 90% of the irish population of manchester have come to my house today yet none of them are the 1 person i want to see 
0,Finally finished exams & home not watch Otalia & the PBP on BPD - no Otalia today hmm! via es-COP 
0,My Street Fighter IV skills are lacking can't beat Seth on easy 
0,is at home with a pukey boy! Poor little baby 
1,On the list of park closures - Calaveras Big Trees SP where I'm headed this weekend So glad to be visiting before it's too late 
0,I think i need some new friends 
0,Poor DS is in bed with 100 8 fever - he won't be able to walk in Relay for Life tonight - feel so bad for him he's so sad 
0,Finishiing up the Training Exercise in New mexico Not looking forward to the 19 hour bus ride home this weekend 
0,I get bit by ticks all the time I eat a ton of garlic in the summer to keep them and mosquitoes away! boo >:O 
0,I've burnt my collerbone and arms and face! aww! 
1,she was wonderful did not get to meet her though 
0,Poor Jon I feel for you dude Eat some chocolate that'll make you feel better oh & some ice cream - YUM!!! 
0,com-66mw1 - My poor car 
0,still sad about Samantha Who? 
1,ooh I've got that DVD never got around to watching it Is it any good? 
1,Sold bikes faster than expected and we are running out of sizes Luckily the single speeds are on the ocean now! ETA - EO June 
1,Yeah but there's nothing really to say about it Breakfast pizza? 
0,a bird flew into window at my parents house and snapped his poor neck gotta bury him 
1,today is a busy day exhausting! 
1,gutted - the handbag I wanted has been sold! 
1,We need to remodel the house and the thoughts of doing it make me kind of ill He has one way and I have anouther I just want to move ! 
1,Alas no - this is all occuring in an office in central London 
1,WOMAN I didn't know you came home you so suck!!! When are you going back! 
0,I worked on the precursor to bing at msft They canned our project 
1,Tati I sent you an emal doll did you get it? 
0,looking out window is depressing it is so beautiful out and I am in here 
0,worst most depressing day ever r i p 
0,Aww I thought you forgot me last night I was I hardly have my twitter on my phone so just text me in the evenings ok? 
0,Well thats even worse cuz when it gets hurt everyone is in pain but poor Stephen has a smushed twitter now! 
1,Need to buy a bluetooth device for machine 
0,trying to learn how to speak french ! can't even remember a single word! 
1,The JBs love to keep secrets! 'Oooooh!' 
1,Just took daughter to school Still tired and still no voice I know some people are happy!! LOL Time to get ready for work 
1,Ugh going to town I can never rest! wants to go to tylers but who knows when i will get back (exausted) 
1,I've got a bit of neckache after going hard (not going home) at Alternative night I mean I have to it's nearly all over 
1,It's a windy and rainy day 
1,the puppy shall loose his um manly parts today poor guy 
1,He steals my stuff buries them under fence Embarassing when it's the man returning them! Not much I can do about frogs 
1,greeeeeeeeeeeat this summer i have four classes if you know me u know why 
1,Wow I really hope it gets better Asthma sucks 
1,lmao! a good push up bra always makes the abs look smaller in order to have Robbikin-esque abs 6 days a week working out 
0,TODAY FRIDAY: I really hope you will read my messages here and reply to me soon I could not reach you by phone before you go to work 
1,Woke up to the sound of my neighbor getting a new roof 
1,I may be in the US for it in which case I'll attend but if its off my own back I can't afford to go 
1,I'm going to blow ticketmaster up I had 8th row tickets for and ticketmaster messed up Just like my life im sad 
0,I have my 830 class fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak 
0,Chile I gotta study But I do hope to catch an art show or sumshin i need to get out 
0,Gloomy as ever I wanted to hit the beach too might as well get like you and handle my errands too lol 
0,FML i cant loose another friend 
0,Sry but other day tweets were MIA - twitter network glitch but story was re: funeral mix-up as in wrong remains delivered to ea 
1,um hi Good morning Rough night? 
0,might have to go back much earlier than expected bye bye bay area 
0,Covering for its slow today & lonely 
0,most definately! They are having a hard time cuz I'm so young & never saw this but I wrkd hard making cars & now I'm disabled 
0,i think there's something wrong with the video it only loads the first 40-ish seconds 
1,the hills is gunna be so different!! gl with your designing etc 
0,has had to reboot her laptop to factory settings losing EVERYTHING in the process 
0,careful the cops dont mistake you and your kids for criminals - i hear there is some indiscrimate shooting going on 
0,they tried to take me 2 jail sissy apparently i have a warrant in agg town (yeah shocked the hell outta me 2)lmao yeah right 
0,Happy Friday! I just realized I left my cell phone at home today though 
1,i'm happy you got your hair did!! and i cant wait til i get back to see it! we're leaving today 
1,I really fancy Baked Eggs but I have no Spinach 
1,hahaha well why would you smack ME for that?! hahaha THE BIG BANGGG 
0,None of the people I talk to in my P E class are here I'm going to be so bored all period 
0,Totally unsurprised that Dave isn't coming back to 10@10 But Annalisa is wrong for it opposite of big warm mellow Dave 
1,ready for the weekend! I hope the sun comes out later today tho Where u from? 
0,nope no idea I've registered so far no response 
0,Wish I'd had the balls but with my 2 kids with me and not knowing how illogical these ppl can be didn't want to risk it 
0,haha I know And then I need a new car too Oh ps I got a speeding ticket 
0,why doesnt he want me anymore 
1,You arent following me so i cant send you a DM 
0,If Hamilton gets a hockey team I really think the name Hamilton should be in the team name If not I'll be sad 
0,The toaster oven was my fault Now I'm going to look like an idiot in front of my father 
0,binstruct suffers from an update of the mib package and the developer of that package is on holidays 
0,my heart hurts for them Imagine how shit their skin will be when they're twenty from all the stuff they smeer on it shame 
1,it involves posting your thoughts and reading others mr bean You got a new number btw had no txts back from you? 
1,nnnaaa uhhhh playah! shawty aint got nun maybe it was ur phone or mines but I wanted to hit me up when u left the studio 
1,will not be home til 10 pm tonight 
0,Enjoy wish I was there! Nice day in Springfield today however I have my end of month expense report to do 
0,Oh no I'll think good thoughts 
0,not enjoying this cold raininy Boston day I think my new metal back doesn't like getting wet ;-) 
0,Finding it hard to stay productive now the sun is coming through my side of the building 
0,Hoping I hear something soon about Krystles surgery 
0,I think my computer is sick 
0,I tell him today! :S it's his last day 
1,Were on the way home from a night in London! Was lovely! Now working all weekend and Monday when the weathers nice x 
0,working from home and ran out of coffee! 
0,Shame about your job have you thought about working for yourself? there's big money to be paid ly-1864ml 
1,It's not much better than instant 
0,I'm not feeling very inspired today I was suppose to be the B'ham concert tonight! 
0,I hope your mom is ok? 
0,welcome back! I'm stuck in jury duty today 
1,DÃ¯Â¿Â½a sin sol grrrrrrr Ã¯Â¿Â½why? Ã¯Â¿Â½WHYYY???????? 
1,you got some sexy pics girl!!! Love the eyebrow piercing! I used to have a ton of piercings now I only have my ears lol 
0,such a failure i just ate a char siew pao just when i thought i can skip dinner and go along my non-existent diet 
0,This weather is awful! I just want to curl up and read a book all day 
1,YAY! Thanks for the #followfriday #FAILFriday is still winning though 
0,Sad to see despite my being glib about it 
1,I saw the show listing and saw it was on a Wednesday!!!! 
1,Whoa man now THAT was a great one I went to Heaven for 5 seconds U know why lah but pls shhh LOL So sorry u weren't there! 
1,who is lili homie LILI and i am black 75% to be exact lol 
0,NAT!!! I'm going to miss you so badly 
0,Oh how cool!!! ok so for your head just laydown and put ice on it that should heep the swelling down I feel really bad 
0,Some idiot just crashed into me on his bike Now my bike has a small dent in it and I have to buy a new set of pedals 
1,arg tried one pic but she moved so i failed to save it then they never showed her feet again but they were purty! 
0,Feeling very undervalued and neglected Not even the sunshine is pulling me out this lul 
1,I am lost Please help me find a good home 
0,and this is better 4 me than a snickers bar or hersheys w-almonds which i use to b addicted to b4 i miss them LOL 
0,Hi there all! Can't stay to long have to go to work soon 
0,my Chrissy is sick w- a spring cold Tissues stuck up his nose last night looked so pathetic Feel better soon baby 
1,No u guys! said California in an angry tweet to perez hilton! Jonathan was so upset he spelled California wrong 
0,Locked out of my fucking house! 
1,lol hehehe ok!!! well hope u njoy your night tonight ok!! need to give Jim hand with shopiing 
0,is going to our cabin soon 
0,The iPod is gonna die and gymnastics isn't over boo 
0,That sucks about your prints Sorry 
1,i ditched school ( i hate it ) and im taking a huge dump it hurts REAL BAD! 
1,102 7 KIIS-FM hey I can't seems to get ryan's show online what's not right then? 
0,has the day open until 4 don't know what to do everyone is leaving today 
0,Watching Scrubs season 2 Oh I'm gonna miss that show 
1,So I passed out last night in the middle of 4th quarter I didn't witness my Magic lose 
0,I hope he does it soon and i know i hate fakes 
1,Just had my teeth checked now my eyes I'm dying for a coffee but can't drink for an hour 
0,It's supposed to be even hotter today than yesterday Wearing shorts to work 
0,still no shout out for Spider 
1,i found a few a couple of weeks ago i spazzed and then pulled them all out so life is back to normal lol 
0,Trying to recover photos after a problem between Windows and my XD card Result: shots are all half visible damn Microsoft 
0,Its time for me to pack up at work now and have not had much time for twitter! Thank you for any follow fridays Be back later! 
0,and that prob wont happen 
1,she's in LA wanting sun today but apparently LA isn't cooperating 
0,on my way to work! working sucks big time 
0,I have no Minstrels I might have to grab some from the petrol station before I head back to work They are delicious! 
1,com-66nbd - Ready for our 3D Jonas Brothers Experience Real Brothers not included 
1,mmm Where is it Holly? 
0,Hope ur all havin a nice Friday! Been feeling down this past week since my dog's passing 
0,*sigh* my USB died on my this afternoon R I P you will be missed! I hadn't even had the chance to parade you around yet 
0,Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now 
0,is just waking up not very impressed with my sleep or my dreams today is going to be a sucky day I can feel it 
0,So i sprained my ankle yesterday and it hurts worse today 
0,- can't get the live chat 
0,Lmao i come on mad replies im like damn im missed Damn follow friday lmao so im still not important or missed 
1,Well that exam rocked one more to go - the one we've all been dreading! Bit of revision tonight before work tomorrow 
0,oh well you dunno where i liv eANYWAY! 
1,Got approximately 3 hours of sleep last night I love my life 
0,and now I wish I hadn't 
1,I feel like I'm not gonna make it this year 
1,Wow a drive-by done by rappers mad they were kicked out of Spiros? ly-Ik6KF 
0,i hate history coursework sooo much 
0,Friday is the new Thursday 
0,i wish i would in california i m so sad 
0,My modem has been offline for a week now God bless the 3g network Tim just left Again!! May schedule has been brutal 
1,Watching French Open tennis - sad to see Venus make an early exit this morning! 
0,Wants to go sit in a park but should really be painting the bathroom 
0,going to funeral today for friend and classmate who died in a car wreck last Friday 
0,whenever it rains it's so hard to get motivated 
1,Anyone know a good PNG compression tool for OS X? Tried PNGCrush but it just doesnt run 
0,is sad she got her plans cancled 
0,just got a haircut NOT happy! 
1,Boo well its good fun tho sucks if u cant get cards I finished 10th in last nights #tpt I took out LOL 
1,Is there a cvs equivalent to &quot;git status&quot;? 
0,is SO frustrated!!! I'm stuck at home without any transportation to the global god conference!!! Ahh 
1,TGIF this &quot;short&quot; week has been wayyyyyy too long 
1,We went not so long ago I used to go when I was a little kid Back then there were TONS of teeth Now not so many at all! 
0,I wish yesterday was Friday 
0,:::just got it cut yesterday com-66ncy 
1,Kayyy XD Yeah everyone always talks about the part where the dog dies I need to find a movie that you haven't seen now XD 
1,inside on a beautiful day! 
0,Woke up early! Still sick 
1,is HOT Just done some late spring cleaning! About to settle down with a book i can barely read left my glasses at my mums 
1,Chirstina said shes gunna twitter more no more partners 
1,Ohh of course She did stop once though end of Dream John Woodvine & Zoe Thorne only ones not signed my programme 
0,:O Looking through my old stuff and found a record from my old band! Well a band that I was in for about a month Ever heard of ? 
0,going to eat with my aunt soooon not getting ready just changing i hope today is a goood day idk i miissss himm 
0,Your mail server just rejected a simple plain reply to you as potential spam-virus threat Not Good 
1,Broke my carafe went to Starbucks for my caffiene fix and the lights go out just for a sec but are you kidding me got to laugh Ha! 
0,Ok this is a lot more boring then I thought and matt has me on lockdown bc of moolah 
0,Science History And maths its so nice outside 
0,it's 8a and i'm already dressed but we're on set today so let the real fun begin!!! lights! camera! action! 
1,yeah back to work I get out at 3:30 so it's not that bad 
1,Oooo look who got a pic! So much for swimming today 
1,This is late but I was actually in the spelling bee back in the day I got eliminated in state finals though 
0,iProcrastinate: This is by far my #1 character flaw Gotta session at 11 and I don't want to emerge from my covers 
1,Note to self: never ever leave the MacBook Pro on the stupid iCurve It fell off 
0,I wish I was in dallas with the kiddnation family 
1,It's too nice to be inside 
1,wow! How cool is that! or was I guess I have 18 now haha get another follower! 
0,The CD player in my car is broken So much for listening to my Kidz Bop Happy Meal CD 
1,gonna be in bed soon as Friday's over soon would like to plug in!! 
1,going drinking tonight drinking away the blues 
1,Good Morning It's Friday and the start of my work week But Lakers are going to take the 4th W tonight Woohoo GO LAKERS!!!! 
0,I found it I added it but it's still blocked! 
1,browsing nd watching barca win da champs league 
1,That damn money sign Ugh 
0,bored well its not like any one can see this i havent got any friends 
1,Vacation over!!! Looking forward to the next one 
0,(@zachflauaus) Note to self: never ever leave the MacBook Pro on the stupid iCurve It fell off 
0,feels not good at all 
0,Last day for seniors bye bff 
1,Off to work My last day Get to walk around and out-process I am very happy to be one step closer to what I really want to do but 2 
0,I'm scared to set the pw on my BB bc I might forget it & end up losing all my data But yet I have financial info on it Catch 22 
1,I'm ready homie actually ima be working 
0,mady were did u go? truck did u run away? 
1,just spent all day putting up a trampoline but is now too tired to use it it is very cool though!! 
1,jake thomas looks so precious :'( i hate when they say &quot;there it is i see the white light&quot; in every ghost whisperer show 
1,Glad to hear the weather's nice It's rained just about every day for the last five days Not fun for exploring 
0,i would share mine but i have no hair 
1,I only saw urs by chance Who else would have that name! Think I'll b missing 2nite too Thank god for YouTube 
0,W4M: No clever headline Sorry (Salt Lake City) 29yr com-mpoghc 
0,HAHAHAHAHAH I thought I was following you already I don't know what happened sorry ha? 
0,&quot;Something must be wrong Only found 17 July Harl-Sil books I wanted 
0,Jz local movie here The title's virgin 2 :p actually i feel not so good So tired n dizzy 
0,sitting thinking how warm it is and wishing it wasnt so! Has so many things to sort out its driving me bonkers 
1,you may have to email the tech support ppl that's odd 
0,Happy Sammy is going 2 here 2morrow!! But unfortunatly I'm not gone be able 2 go 2 the club he performing 
0,i hate my life big time its sooo poop gode i ould cry 
0,Tweetiful people I am sick 
0,just woke up its laura's last full day here Last night we watched embarrassing home movies 
1,Um no We will most likely be inside a lot maybe the skirt will work! 
0,Charley horses in both legs all night What the fuck? 
0,Heading to the gym The group of guys that USED to go with me has all quit well except for Brandon Makes me terribly sad 
0,sinus congestion is making thinking straight difficult 
0,It just sucks that I'm stuck in an office but I have you at Selfridges to look forward too 
1,ohh yeahh with the showcase he said his artist will be outta town so keep me posted as to the next one 
0,damn! got caught eating my Cadbury Temptations by the brother Last 6 pieces gone will get Bournville next time u have to earn it! 
0,where are you going tonight?! 
0,Nothing like yoga to clear the mind and make you realize how crappy things really are 
1,hahaha tempting! but nvm la i'm quite a klutz i actually fare better with my hp cam LOL 
1,chillin at home for the day yippee wish was here to keep me company 
1,my 21month daughter's seperation anxiety is intense it's killing me i cant leave her sight without her breaking into an anxiety attack 
1,Damnation I just woke up 
1,Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes 
0,Going to meet the new family I'm babysitting for Wish I was still sleeeeping 
1,I have myself barely 4 hrs of sleep and the Lord blessed me with what feels like 8 but it came with a sore throat pumpin out this paper! 
0,works sucks without being able to stream KWOD 
0,GAWD! If only that dream actually happened last night 
0,i hate feeling like this about him i need a break away from everyone as soon as exams are over i'm defo off to portsmouth for a bit 
1,did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4 
0,last day working for Tend 
0,my ipod came back to me after visits to cali china and alaska but its at home and im work 
0,is *ugh* what a miserable looking day 54 degrees Where did summer go? 
0,spent all morning watching Eddie Izzard's Glorious! SO funny realli shud hav studied thou 
1,Ayy Okayyy It was nice seeing you kanina ! :> I like your hair :> 
0,I have a Palm now I would like an HTC HD but it costs 3 times more than my phone 
0,Grrr I can't even practice Trumpet or vocals because my glands in my neck hurt too much! Guitar it is then 
0,is abit happier at the thought that Ashleigh & Loocie with be here soonish but sad to miss her S-ane ;) 
0,gutted!!! vodafone wont repair my faulty Samsung Omnia due to non existent water damage grrrrr 
1,One load of washing put away and another load on Amazing how the house doesn't look any better for all my efforts 
0,I am never going to get these pictures taken 
0,Just had another Army-provided root canal Not fun I'm starving and craving lunch at Paloma Blanca That's a long way from here 
0,Just started raining in earnest guess golf is off for today 
1,&quot;yeah them men love them blowjobs&quot; -something you never want to hear your grandma say over breakfast talkin about charles barkley 
1,I woke up with a sore throat Work tonight Grad practice in the morning hanging with family then GRADUATING FROM HIGH SCHOOL 
1,It's Friday it's payday oh yeah as a state employee I had 1-2 of 1 percent of my annual salary deducted from my paycheck 
1,OMG are u still naked 1313 XDD omg i miss you so muuch 
1,i got all my hair cut off it's almost above my ears 
1,Its already hot outside thank goodness my car has amazing a c!!! cyalater!!! off to work!!! 
0,com-nqudrt - Hurt my finger at work 
1,I don't think I'm going camping 
0,Just got back from my first session at the gym with a PT I'm sore allread 
1,says ptour2 tom hello school again shit! com-p-x15fh 
1,Currently 52Ã¯Â¿Â½ in Msla not a cloud in the sky no humidity gonna get into the 80s today and I'm working 
0,totally overstressed going to work now just want the college work to go away i don't wanna fail 
1,I'm blue In other news you will love tonight's DC! 
0,praying you get better soon you sweet one sorry your still not well 
0,EVIL CREDIT CARD COMPANIES!! God and just when I was starting to *build* my credit again - I get this stupid 'ding' from them! 
0,com-61ov1 - i ahte stress its supposed to be friday! it makes me wanna cry 
1,Oh great I suppose it was inevitable I'd get spammed on Twitter too 
0,Ahh I forgot about the test today 
0,Gahh ! This weather sucksss ! 
0,I really like how the weather widget on imac and iphone always predict different weather not! 
1,i saw some lovely skinny jeans today for Ã¯Â¿Â½3 at a charity shop but they were just a little bit tight on my thighs ahhh so annoying 
0,awww don't do this to meee haha now you're gonna make me saddd 
0,He is the truth! But what about Maxwell? You can't forget the future father of my children! 
1,trying to win tickets! com'on dc101 
1,American trade journalists ask PRs 'how are you' almost 100% of the time; UK journalists? Erm not so much How come? 
0,It's sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though! 
1,I got a headache because of all the hard work today still not ready with a #Heineken trying to finished up 
1,im alllllllllllllllllllllllllllll about that a nigga woke up late didnt get my breakfast (wakenbake) 
0,Ahhhh I think the rain is gonna begin shortly 
1,Have fun tomorrow night I think it will be more fun at a bar than art gallery Wish I could be there 
1,Muffins: Muffins are delicious Muffins are neat I have no more muffins to eat 
0,You know that 'rule' that says always point the knife away from you? Just learned my lesson on that one! Straight through my finger! 
0,I think my cheap sunglasses are falling apart Oh well 
0,urgh i really hate that medicine 
0,Wants somebody to cheer her up 
0,I guess you didn't hear the grumbles when kindle came out with no cover My purse +eink screen = shortcut to broken screen 
0,getting bored of walking up and down the stairs 
1,for sure I still got 2 hrs till I will be home at the fridge but then BEER BEER BEER lol 
0,you getting a ton of spam mail into your inbox?? I am too driving me insane!! 
0,I'm officially on holiday! A week in Center Parcs no internets bye my peeps see you when I return 
0,hugs for the bad day you're having? 
1,i should be &quot;bus stalking&quot; right now i soo wish i were still meeting today 
1,I CAME BACK THERE WAS A CAT OUT THERE 
1,I should get out more often! 
0,NO! Keyboard Cat is-has been dead for YEARS! Play yourself off Keyboard Cat 
0,that sounds yummy Does it take quite a few almonds to get the amount you need? Nuts are expensive 
0,I'm feeling very alone at the moment Mh I'm going to leave now 
1,Woke up and watched Jon and Kate plus eight I tried to pretend like they were still a normail family 
1,We'll watch & wait & tomorrow I can take anyone who needs to the dr w-o having to take everyone else N's cheeks & ears red as my hair 
1,tip 2 : at the very least make sure the bottle top is on securely and tightly 
0,im gonna fail this test miserably in history 
0,Really nervous about my animal rights presentation next period 
0,Fritz Roderick Von Hughes is sad to be in the kennel all day facebook com-dogbook-profile-view-6882699 
1,I think so hahah geez lady 3 hours ago?? Go to bed!! Lack of sleep is bad for your skin! 
0,#asylm yay registered but lost all my friends 
0,good news: my flat is great at regulating temps in the heat bad news: its sodding lovely outside and i'm working! 
0,All the people I talk to are GONE 
0,Went to bed at 12:20 last night Woke up around 10:45 Holy crap I need to get up EARLIER Like 8 Wish I could get up at 6 every day 
1,The CIA said &quot;the grass is always greener on the other side&quot; alongside overconfident January! 
0,I can't believe tour is almost over 
0,a jo; tak nic no 
0,Likewise But I don't know anyone who uses gtalk and the likes so I'm not holding much hope 
0,unfortunately I didn't leave the house in time 
0,Overslept While the extra sleep was nice it does play havoc with the days to-do list 
0,Getting my phone taken away 
1,we tried to DM you but your not following us 
1,deck building buddy missing in action 
0,My cat has been missing for 2 days I am freaking out 
0,I tried to translate your tweet using google translation service but it just spat it out back out at me 
0,Reading and taking notes but undertanding none of it HELP! 
0,all my worms either escaped or died bums! 
0,Dam only 5 votes not gonna win anything now 
0,feels so used I hate guys grrrr 
0,oooh lush i cant sunbathe i burn way to easily even with sun cream im great thanks lovely sunny day no? 
0,My twitterberry wont work on my friends and me 
1,Oh man sold out had to step away from my desk for 10 min! you were right 
0,sorry - didnt mean to hope you can think positivly about being 80 and looking back on 30! 
0,I'm sick! it sucks! IM me! ohbabayy33 
1,When I read that my first thought was using Cast<T>() as a status symbol 
1,Hahaha Sana someone's selling the full version of &quot;Coding Workshop Photo Recovery Wizard&quot; CD! Demo mode lang eh 
1,I just found out that one of my friends someone who I use to talk to all the time who has disappeared is blocking me from Flickr 
0,Just Finished My English Final Just One Step Closer To The End 
1,Inspection went fine they like the house woopee Would just be nice if it had been this morning so I could have done stuffs today 
1,Today is going to be a long day 
1,i know I don't want to be left in our home by myself during the weekend 
0,kinda my housemates were a bit frantic as I appeared to have every fork we own hiding in my room need to revise now 
0,My leg broke now I am waiting untile i can go again 
1,I'm good thanks! Did you have a good drive? Careful with your blackberry we don't want you getting screamed at 
0,Kyles going out of town this weekend play time wif my fwiends Rawrrr 
0,there's a 9 year waiting list to get an appointment 
0,My throat hurts so bad that i dont even want to swallow my own spit And i officially cant talk now 
0,ugh something is wrong suddenly I feel extremely flushed and shaky and I broke out in a sweat Idk what's wrong 
1,Lexy add me here I can't locate your handle for whatever reason 
1,The weather is SO nice! And there were so many hot guys in town I felt like a kid in a candy store Except all the candies are straight 
0,i couldn't fucking sleep today either it was hard for me to stay asleep for some reason 
0,Bummer I missed Taylor Swift on the Today show! Those were my only plans for the day!!! 
1,finally got home ohhh my aching feet! but am happy to finally watch the giro!!! 
0,should not have waled past the Quad! I want to be outside having fun 
0,ouch I hate it when favourite items of clothing get ruined 
1,haha nice! I heard it's a sweet hotel On another note not a good game last night 
1,My storm is acting up Excited for the discussion session regarding Social Media Scott Lake CEO of ThinkSM will be attending 
0,Grrr We don't finish until July 3rd 
1,You didn't answer my riddle Party pooper lol Jokes Joyce it was a good one tho haha Hav a gr8 weekend! 
1,hearing the birds chirp makes me think its nice outside well its not rain rain go away!!! 
0,is thinking today will be a longg day! 
0,can't gauge the time of day in my office anymore It's worse than a friggin' casino in here no waitresses smoking or booze 
0,my internet is being a ***** again!!! wtf i think im gonna sleep afterward internet is driving me crazyyy! 
0,that was the class I was keen on Guess I have to wait for next summer bummer 
0,14 pages left to read then it will be time to start all over again and again Off to Lunch Duty love 6th graders 
0,no i havent got mine yet did u get yours? 
0,Back in Glasgow stuck in traffic on the M8 
0,I'm still at Disney (just trained at Soarin) Rose is the same we applied for an apartment last night and Eric lost his job 
0,omgsh i know i'm dealing with that rite now its no fun! 
1,Wave looks interesting ly-pvYYh If we are going to live our lives so connected might as well be easy right? Google owns us 
0,i want to adopt him 
0,Sooo tell me how I lost followerzzz 
1,well its pouring here Rly rly wet 
1,Haha! I can't a good vid of it on tubey you thugh 
0,Could've said hi We're off down south tho 
1,Ahhhhh FML! Classic Crime is sold out! 
0,Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry I <3 Your Hair! 
0,my tummy hurts i blame last night's chinese food 
0,I know I want it to come bec I'm excited but then I don't bec it's gonna go by so fast & then it will be over 
0,Im feeling sad not likeing my new haircut 
0,cause my eyelids are not deep set thanks it would help me a lot 
0,I have no idea I'm watching Rafa too Running to the comp ever to often to check live score he's 3-2 down in the third 
1,chillin in Durban playing with a new puppy she has no name yet but she's not for me present for my uncle 
0,girl you stay inviting me but not doing a follow-up hahaha no phone call to check up on me 
1,On our way to Disneyland Without Retsi 
0,I'm sorryyyyyy I'll be home as fast as possible where we meeting at? 
1,i feel like taking a day off but cannot afford it looking forward to the dfb cup final tmrw night though go werder!!! 
0,Cubbies at an even 500 So what else is new? No matter: Beat dem Bums! #chicago #baseball 
0,It's my mum's LOL They haven't got me anything yet Sad Sad haha 
1,Might have broken text messages 
0,I got a coupon but I couldn't register it because you have to be in the US 
0,GM TWITS! Headed to the BX to clean up the new Apartment! But kinda sad cuz I dreamed about him last night 
0,I know But the second problem being: he doesn't REALLY exist still applies Shame 
1,spray tan = fail on legs and feet I've been scrubbing them and feet look better but they looked awful this morning Everywhere else = ok 
0,horrible dreams last night also had one in which i was employed sigh if only 
1,One lactose pill is not enough for coffee oopse 
1,back to my office the fire alarm went off due to someone burnt food in microwave 
0,Sorry if I'm unsociable I'm loading up stock in the shop mums making me 
0,Traffic jams are rubbish Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions 
0,Can't No money to spend 
1,Playing Monopoly Jr with the lil one Cheating isn't as much fun when the other person has absolutely no idea 
1,Twitter seriously SERIOUSLY dropped the ball here with my RoxieRavenclaw account I'm so mad and sad about this 
0,Getting ready for week Its too nice today to be stuck inside working! 
0,I need some plugs for real my ears want to stretch and I have no money 
0,I hate going to the dr just wasted 1 hour and a half for them to say my back pain is probly depression or stress Duhh! I need it fixed 
1,Its hard to get a good Google listing for wills in Wiltshire because one of the local MPs is called Wills 
0,trying to finish my ass-ignment please god help me to finish it 
0,thinking about having lunch soon but we have no food in 
1,I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout 
1,is thinking about a career change 
1,Men it's far too sunny 
0,If I can run by then I will join you miss running 
0,another gorgeous day here in Pau will be home this time in 2 weeks though such a depressing thought! 
1,It's 11:05 and I'm already on my lunch break 
0,Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro but that means the Tour is not too far away 
0,nyc placements have started to come out but it looks like upgrades might have to wait yet another two weeks for placements! dreadfully 
1,Oh my God The end of the first course))) don't believe in it) but yeh so many exams La-la-la-- everything is wonderful!!!!!!!!!! 
0,Drop the girl she's only got it for your heart she's sure to leave broke and bleeding and you know she'll turn her back on you I lo 
0,any sorry wahh!! lub u toooo ;) 
0,That's how it was for me in March it came sooo slow then it was over in a heartbeat 
1,so im dogsitting at my friends house and her cleaning lady came this morning and she told me i looked like i was 18 man growing younge 
0,Finally back from the stupid holiday ! Missing the fit bar men though 
0,need to go to work soonish but i really dont want to also trying to save money life is fab (not) 
0,Moving office tomorrow after 3 years at this one its a sad day 
1,Last time we'll get tacos like this 
1,nice! it's days like today I wish we had a garden 
0,my lord! this day is going to slow 
0,smh Your whin with that comment 
